idx,cartmass,polemass,polelength,outcome,success,steps,duration_s,reached_upright,time_to_upright_s,longest_balance_steps,longest_balance_s,peak_theta_dev_deg,peak_abs_x_m,control_effort,mean_infer_ms,n_errors,theta0_deg
226,0.4,0.17,0.16,timeout,0,1000,25.0,1,12.975,476,11.9,179.96,0.124,18.776,13.73,0,197.19
227,0.4,0.17,0.2,timeout,0,1000,25.0,0,,0,0.0,179.87,0.224,135.582,13.41,0,197.19
228,0.4,0.17,0.24,timeout,0,1000,25.0,0,,0,0.0,179.93,0.285,170.202,14.58,0,197.19
229,0.4,0.17,0.28,timeout,0,1000,25.0,0,,0,0.0,179.92,0.323,163.46,14.75,0,197.19
230,0.4,0.17,0.32,timeout,0,1000,25.0,0,,0,0.0,179.6,0.313,160.846,15.68,0,197.19
231,0.4,0.17,0.36,timeout,0,1000,25.0,0,,0,0.0,179.98,0.399,153.369,13.49,0,197.19
232,0.4,0.19,0.08,timeout,0,1000,25.0,0,,0,0.0,179.8,0.139,2.063,14.52,0,197.19
233,0.4,0.19,0.12,timeout,0,1000,25.0,0,,0,0.0,179.99,0.204,5.124,12.69,0,197.19
234,0.4,0.19,0.16,timeout,0,1000,25.0,1,15.55,374,9.35,179.92,0.136,23.107,15.62,0,197.19
235,0.4,0.19,0.2,timeout,0,1000,25.0,0,,0,0.0,179.98,0.219,140.913,14.05,0,197.19
236,0.4,0.19,0.24,timeout,0,1000,25.0,0,,0,0.0,179.88,0.283,174.849,13.96,0,197.19
237,0.4,0.19,0.28,timeout,0,1000,25.0,0,,0,0.0,179.61,0.324,168.135,15.04,0,197.19
238,0.4,0.19,0.32,timeout,0,1000,25.0,0,,0,0.0,179.82,0.315,165.341,13.66,0,197.19
239,0.4,0.19,0.36,timeout,0,1000,25.0,0,,0,0.0,179.94,0.445,150.167,13.09,0,197.19
240,0.4,0.21,0.08,timeout,0,1000,25.0,0,,0,0.0,179.95,0.144,2.298,15.2,0,197.19
241,0.4,0.21,0.12,timeout,0,1000,25.0,0,,0,0.0,179.98,0.212,5.437,14.67,0,197.19
242,0.4,0.21,0.16,timeout,0,1000,25.0,1,16.45,329,8.225,180.0,0.152,25.774,14.24,0,197.19
243,0.4,0.21,0.2,timeout,0,1000,25.0,0,,0,0.0,179.64,0.222,149.798,13.65,0,197.19
244,0.4,0.21,0.24,timeout,0,1000,25.0,0,,0,0.0,179.94,0.293,178.662,14.53,0,197.19
245,0.4,0.21,0.28,timeout,0,1000,25.0,0,,0,0.0,179.92,0.311,174.628,12.59,0,197.19
246,0.4,0.21,0.32,timeout,0,1000,25.0,0,,0,0.0,179.99,0.333,165.412,12.67,0,197.19
247,0.4,0.21,0.36,timeout,0,1000,25.0,0,,0,0.0,179.96,0.496,148.853,12.23,0,197.19
248,0.4,0.23,0.08,timeout,0,1000,25.0,0,,0,0.0,179.94,0.15,2.553,12.1,0,197.19
249,0.4,0.23,0.12,timeout,0,1000,25.0,0,,0,0.0,179.89,0.22,6.247,12.45,0,197.19
250,0.4,0.23,0.16,timeout,0,1000,25.0,1,19.05,234,5.85,179.84,0.174,32.436,12.95,0,197.19
251,0.4,0.23,0.2,timeout,0,1000,25.0,0,,0,0.0,179.78,0.204,152.939,12.43,0,197.19
252,0.4,0.23,0.24,timeout,0,1000,25.0,0,,0,0.0,179.76,0.278,184.692,13.53,0,197.19
253,0.4,0.23,0.28,timeout,0,1000,25.0,0,,0,0.0,179.92,0.307,175.747,12.48,0,197.19
254,0.4,0.23,0.32,timeout,0,1000,25.0,0,,0,0.0,179.95,0.35,158.013,13.04,0,197.19
255,0.4,0.23,0.36,timeout,0,1000,25.0,0,,0,0.0,179.99,0.535,144.325,12.84,0,197.19
256,0.4,0.25,0.08,timeout,0,1000,25.0,0,,0,0.0,179.99,0.156,2.838,12.81,0,197.19
257,0.4,0.25,0.12,timeout,0,1000,25.0,0,,0,0.0,179.94,0.198,12.232,12.6,0,197.19
258,0.4,0.25,0.16,timeout,0,1000,25.0,1,21.7,119,2.975,179.83,0.197,45.693,12.05,0,197.19
259,0.4,0.25,0.2,timeout,0,1000,25.0,0,,0,0.0,179.63,0.225,156.576,12.23,0,197.19
260,0.4,0.25,0.24,timeout,0,1000,25.0,0,,0,0.0,179.88,0.273,180.189,12.11,0,197.19
261,0.4,0.25,0.28,timeout,0,1000,25.0,0,,0,0.0,179.54,0.322,176.118,12.96,0,197.19
262,0.4,0.25,0.32,timeout,0,1000,25.0,0,,0,0.0,179.89,0.366,157.564,13.93,0,197.19
263,0.4,0.25,0.36,timeout,0,1000,25.0,0,,0,0.0,179.79,0.554,140.787,14.81,0,197.19
264,0.45,0.05,0.08,success,1,846,21.15,1,8.575,500,12.5,179.52,0.084,3.987,11.93,0,197.19
265,0.45,0.05,0.12,success,1,750,18.75,1,5.6,500,12.5,179.57,0.193,7.247,15.83,0,197.19
266,0.45,0.05,0.16,success,1,776,19.4,1,5.375,500,12.5,179.76,0.381,13.219,13.55,0,197.19
267,0.45,0.05,0.2,success,1,744,18.6,1,5.425,500,12.5,179.47,0.152,10.674,14.65,0,197.19
268,0.45,0.05,0.24,success,1,761,19.025,1,6.025,500,12.5,179.49,0.162,12.843,13.69,0,197.19
269,0.45,0.05,0.28,success,1,781,19.525,1,6.525,500,12.5,179.29,0.195,15.086,15.35,0,197.19
270,0.45,0.05,0.32,success,1,779,19.475,1,6.9,500,12.5,179.77,0.245,17.454,12.86,0,197.19
271,0.45,0.05,0.36,success,1,893,22.325,1,8.3,500,12.5,179.77,0.368,28.441,14.43,0,197.19
272,0.45,0.07,0.08,out_of_bounds,0,635,15.875,1,13.775,0,0.0,179.97,4.019,38.275,12.08,0,197.19
273,0.45,0.07,0.12,success,1,767,19.175,1,6.575,500,12.5,179.82,0.082,5.415,12.82,0,197.19
274,0.45,0.07,0.16,success,1,742,18.55,1,5.975,500,12.5,179.61,0.105,7.732,14.69,0,197.19
275,0.45,0.07,0.2,success,1,748,18.7,1,6.125,500,12.5,179.52,0.134,10.862,14.58,0,197.19
276,0.45,0.07,0.24,success,1,773,19.325,1,6.775,500,12.5,179.92,0.16,14.497,15.32,0,197.19
277,0.45,0.07,0.28,success,1,795,19.875,1,7.325,500,12.5,179.1,0.2,16.79,12.58,0,197.19
278,0.45,0.07,0.32,success,1,813,20.325,1,7.725,500,12.5,179.98,0.249,20.175,15.48,0,197.19
279,0.45,0.07,0.36,success,1,902,22.55,1,9.15,500,12.5,179.61,0.299,32.115,13.04,0,197.19
280,0.45,0.09,0.08,timeout,0,1000,25.0,0,,0,0.0,179.99,0.114,1.242,13.59,0,197.19
281,0.45,0.09,0.12,success,1,876,21.9,1,8.625,500,12.5,180.0,0.272,9.948,14.62,0,197.19
282,0.45,0.09,0.16,success,1,789,19.725,1,7.175,500,12.5,179.55,0.103,9.31,12.73,0,197.19
283,0.45,0.09,0.2,success,1,778,19.45,1,6.725,500,12.5,179.1,0.134,13.509,13.29,0,197.19
284,0.45,0.09,0.24,success,1,815,20.375,1,7.475,500,12.5,178.98,0.171,18.205,15.2,0,197.19
285,0.45,0.09,0.28,success,1,843,21.075,1,8.075,500,12.5,179.63,0.212,21.926,12.6,0,197.19
286,0.45,0.09,0.32,success,1,893,22.325,1,9.7,500,12.5,179.95,0.258,27.584,14.22,0,197.19
287,0.45,0.09,0.36,success,1,980,24.5,1,11.05,500,12.5,179.22,0.304,43.345,13.27,0,197.19
288,0.45,0.11,0.08,timeout,0,1000,25.0,0,,0,0.0,180.0,0.12,1.199,14.37,0,197.19
289,0.45,0.11,0.12,success,1,943,23.575,1,10.975,500,12.5,179.3,0.082,6.663,14.75,0,197.19
290,0.45,0.11,0.16,success,1,838,20.95,1,8.375,500,12.5,179.05,0.102,10.238,11.77,0,197.19
291,0.45,0.11,0.2,success,1,834,20.85,1,8.225,500,12.5,179.9,0.137,17.334,15.79,0,197.19
292,0.45,0.11,0.24,success,1,888,22.2,1,9.2,500,12.5,179.94,0.225,25.821,15.49,0,197.19
293,0.45,0.11,0.28,success,1,959,23.975,1,10.95,500,12.5,179.61,0.224,32.333,13.42,0,197.19
294,0.45,0.11,0.32,timeout,0,1000,25.0,1,13.85,422,10.55,179.87,0.277,45.796,13.09,0,197.19
295,0.45,0.11,0.36,timeout,0,1000,25.0,0,,0,0.0,179.4,0.313,84.566,15.21,0,197.19
296,0.45,0.13,0.08,timeout,0,1000,25.0,0,,0,0.0,179.95,0.12,1.275,14.54,0,197.19
297,0.45,0.13,0.12,timeout,0,1000,25.0,1,15.075,386,9.65,179.74,0.128,8.613,14.34,0,197.19
298,0.45,0.13,0.16,success,1,887,22.175,1,9.425,500,12.5,179.54,0.11,11.857,14.32,0,197.19
299,0.45,0.13,0.2,success,1,894,22.35,1,9.725,500,12.5,179.48,0.144,22.137,15.34,0,197.19
300,0.45,0.13,0.24,timeout,0,1000,25.0,0,,0,0.0,180.0,0.191,104.671,13.05,0,197.19
301,0.45,0.13,0.28,timeout,0,1000,25.0,0,,0,0.0,179.95,0.234,94.899,14.87,0,197.19
302,0.45,0.13,0.32,timeout,0,1000,25.0,0,,0,0.0,179.58,0.279,86.496,13.75,0,197.19
303,0.45,0.13,0.36,timeout,0,1000,25.0,0,,0,0.0,179.63,0.323,101.03,13.35,0,197.19
304,0.45,0.15,0.08,timeout,0,1000,25.0,0,,0,0.0,179.93,0.121,1.396,14.93,0,197.19
305,0.45,0.15,0.12,timeout,0,1000,25.0,1,22.95,69,1.725,179.74,0.14,11.098,14.95,0,197.19
306,0.45,0.15,0.16,success,1,954,23.85,1,11.25,500,12.5,179.9,0.108,13.355,14.19,0,197.19
307,0.45,0.15,0.2,success,1,995,24.875,1,12.075,500,12.5,179.24,0.149,30.662,14.07,0,197.19
308,0.45,0.15,0.24,timeout,0,1000,25.0,0,,0,0.0,179.83,0.198,126.67,14.57,0,197.19
309,0.45,0.15,0.28,timeout,0,1000,25.0,0,,0,0.0,179.92,0.242,132.256,12.56,0,197.19
310,0.45,0.15,0.32,timeout,0,1000,25.0,0,,0,0.0,179.44,0.288,124.106,14.92,0,197.19
311,0.45,0.15,0.36,timeout,0,1000,25.0,0,,0,0.0,179.99,0.332,125.852,13.77,0,197.19
312,0.45,0.17,0.08,timeout,0,1000,25.0,0,,0,0.0,179.97,0.123,1.533,13.79,0,197.19
313,0.45,0.17,0.12,timeout,0,1000,25.0,0,,0,0.0,179.94,0.171,3.286,15.89,0,197.19
314,0.45,0.17,0.16,timeout,0,1000,25.0,1,12.925,470,11.75,179.76,0.156,15.841,13.32,0,197.19
315,0.45,0.17,0.2,timeout,0,1000,25.0,0,,0,0.0,179.91,0.161,102.149,13.4,0,197.19
316,0.45,0.17,0.24,timeout,0,1000,25.0,0,,0,0.0,179.99,0.204,143.42,14.62,0,197.19
317,0.45,0.17,0.28,timeout,0,1000,25.0,0,,0,0.0,179.93,0.248,142.674,14.72,0,197.19
318,0.45,0.17,0.32,timeout,0,1000,25.0,0,,0,0.0,179.87,0.294,141.847,13.4,0,197.19
319,0.45,0.17,0.36,timeout,0,1000,25.0,0,,0,0.0,179.92,0.354,145.006,13.23,0,197.19
320,0.45,0.19,0.08,timeout,0,1000,25.0,0,,0,0.0,179.99,0.126,1.686,14.97,0,197.19
321,0.45,0.19,0.12,timeout,0,1000,25.0,0,,0,0.0,180.0,0.18,3.583,12.42,0,197.19
322,0.45,0.19,0.16,timeout,0,1000,25.0,1,16.125,350,8.75,179.93,0.117,18.599,14.74,0,197.19
323,0.45,0.19,0.2,timeout,0,1000,25.0,0,,0,0.0,179.7,0.156,110.505,13.92,0,197.19
324,0.45,0.19,0.24,timeout,0,1000,25.0,0,,0,0.0,179.93,0.207,159.403,13.61,0,197.19
325,0.45,0.19,0.28,timeout,0,1000,25.0,0,,0,0.0,179.98,0.253,156.749,14.6,0,197.19
326,0.45,0.19,0.32,timeout,0,1000,25.0,0,,0,0.0,179.99,0.299,155.214,14.8,0,197.19
327,0.45,0.19,0.36,timeout,0,1000,25.0,0,,0,0.0,179.44,0.386,153.863,14.15,0,197.19
328,0.45,0.21,0.08,timeout,0,1000,25.0,0,,0,0.0,179.78,0.13,1.858,13.33,0,197.19
329,0.45,0.21,0.12,timeout,0,1000,25.0,0,,0,0.0,179.87,0.188,3.94,14.78,0,197.19
330,0.45,0.21,0.16,timeout,0,1000,25.0,1,18.4,259,6.475,179.62,0.133,21.559,15.11,0,197.19
331,0.45,0.21,0.2,timeout,0,1000,25.0,0,,0,0.0,179.93,0.169,116.633,13.44,0,197.19
332,0.45,0.21,0.24,timeout,0,1000,25.0,0,,0,0.0,179.58,0.21,167.033,13.01,0,197.19
333,0.45,0.21,0.28,timeout,0,1000,25.0,0,,0,0.0,179.76,0.255,163.059,14.94,0,197.19
334,0.45,0.21,0.32,timeout,0,1000,25.0,0,,0,0.0,179.98,0.301,162.494,15.26,0,197.19
335,0.45,0.21,0.36,timeout,0,1000,25.0,0,,0,0.0,179.98,0.407,157.194,16.14,0,197.19
336,0.45,0.23,0.08,timeout,0,1000,25.0,0,,0,0.0,180.0,0.135,2.035,14.41,0,197.19
337,0.45,0.23,0.12,timeout,0,1000,25.0,0,,0,0.0,179.97,0.198,4.322,13.4,0,197.19
338,0.45,0.23,0.16,timeout,0,1000,25.0,1,20.75,152,3.8,179.97,0.18,26.172,15.16,0,197.19
339,0.45,0.23,0.2,timeout,0,1000,25.0,0,,0,0.0,179.91,0.175,127.929,14.61,0,197.19
340,0.45,0.23,0.24,timeout,0,1000,25.0,0,,0,0.0,179.76,0.224,172.857,15.1,0,197.19
341,0.45,0.23,0.28,timeout,0,1000,25.0,0,,0,0.0,179.88,0.262,170.641,14.14,0,197.19
342,0.45,0.23,0.32,timeout,0,1000,25.0,0,,0,0.0,179.95,0.303,166.684,15.22,0,197.19
343,0.45,0.23,0.36,timeout,0,1000,25.0,0,,0,0.0,179.99,0.46,162.35,13.59,0,197.19
344,0.45,0.25,0.08,timeout,0,1000,25.0,0,,0,0.0,179.96,0.141,2.228,13.11,0,197.19
345,0.45,0.25,0.12,timeout,0,1000,25.0,0,,0,0.0,179.9,0.208,4.757,15.15,0,197.19
346,0.45,0.25,0.16,timeout,0,1000,25.0,1,22.35,91,2.275,179.86,0.182,29.26,13.22,0,197.19
347,0.45,0.25,0.2,timeout,0,1000,25.0,0,,0,0.0,179.98,0.188,137.54,14.64,0,197.19
348,0.45,0.25,0.24,timeout,0,1000,25.0,0,,0,0.0,179.96,0.237,176.311,13.77,0,197.19
349,0.45,0.25,0.28,timeout,0,1000,25.0,0,,0,0.0,179.93,0.279,175.342,14.7,0,197.19
350,0.45,0.25,0.32,timeout,0,1000,25.0,0,,0,0.0,179.92,0.317,171.15,14.22,0,197.19
351,0.45,0.25,0.36,timeout,0,1000,25.0,0,,0,0.0,179.91,0.504,159.808,12.44,0,197.19
352,0.5,0.05,0.08,out_of_bounds,0,448,11.2,1,9.95,0,0.0,179.82,4.112,61.608,15.43,0,197.19
353,0.5,0.05,0.12,out_of_bounds,0,416,10.4,1,6.15,0,0.0,179.93,4.082,99.085,13.38,0,197.19
354,0.5,0.05,0.16,success,1,762,19.05,1,5.4,500,12.5,179.89,0.224,9.257,13.69,0,197.19
355,0.5,0.05,0.2,out_of_bounds,0,318,7.95,1,5.475,0,0.0,179.84,4.017,110.562,13.95,0,197.19
356,0.5,0.05,0.24,success,1,721,18.025,1,5.175,500,12.5,179.48,0.155,10.98,12.28,0,197.19
357,0.5,0.05,0.28,success,1,726,18.15,1,5.6,500,12.5,179.95,0.191,12.413,15.44,0,197.19
358,0.5,0.05,0.32,success,1,758,18.95,1,5.95,500,12.5,179.74,0.234,15.729,13.24,0,197.19
359,0.5,0.05,0.36,success,1,786,19.65,1,6.25,500,12.5,179.66,0.281,23.755,14.81,0,197.19
360,0.5,0.07,0.08,timeout,0,1000,25.0,1,16.175,350,8.75,179.95,0.094,4.685,12.51,0,197.19
361,0.5,0.07,0.12,success,1,785,19.625,1,7.075,500,12.5,179.69,0.078,4.971,14.48,0,197.19
362,0.5,0.07,0.16,success,1,742,18.55,1,6.0,500,12.5,179.88,0.1,7.313,12.96,0,197.19
363,0.5,0.07,0.2,success,1,810,20.25,1,6.15,500,12.5,179.82,0.53,18.48,14.2,0,197.19
364,0.5,0.07,0.24,success,1,753,18.825,1,5.95,500,12.5,179.92,0.154,12.954,14.32,0,197.19
365,0.5,0.07,0.28,success,1,763,19.075,1,6.45,500,12.5,179.8,0.188,15.414,13.25,0,197.19
366,0.5,0.07,0.32,success,1,806,20.15,1,6.85,500,12.5,179.96,0.229,20.014,15.07,0,197.19
367,0.5,0.07,0.36,success,1,899,22.475,1,8.275,500,12.5,179.47,0.546,35.441,12.77,0,197.19
368,0.5,0.09,0.08,timeout,0,1000,25.0,0,,0,0.0,179.99,0.109,1.196,13.9,0,197.19
369,0.5,0.09,0.12,out_of_bounds,0,411,10.275,1,9.05,0,0.0,179.46,4.213,56.624,11.98,0,197.19
370,0.5,0.09,0.16,success,1,839,20.975,1,7.2,500,12.5,179.67,0.331,15.064,14.96,0,197.19
371,0.5,0.09,0.2,success,1,778,19.45,1,6.875,500,12.5,179.78,0.126,12.375,14.62,0,197.19
372,0.5,0.09,0.24,success,1,772,19.3,1,6.675,500,12.5,179.58,0.155,15.189,12.86,0,197.19
373,0.5,0.09,0.28,success,1,794,19.85,1,7.275,500,12.5,179.88,0.192,17.829,14.44,0,197.19
374,0.5,0.09,0.32,success,1,813,20.325,1,7.7,500,12.5,179.87,0.235,22.015,14.05,0,197.19
375,0.5,0.09,0.36,success,1,900,22.5,1,9.25,500,12.5,179.79,0.283,32.281,15.21,0,197.19
376,0.5,0.11,0.08,timeout,0,1000,25.0,0,,0,0.0,179.95,0.114,1.104,13.36,0,197.19
377,0.5,0.11,0.12,success,1,977,24.425,1,11.875,500,12.5,179.86,0.078,6.198,14.83,0,197.19
378,0.5,0.11,0.16,success,1,838,20.95,1,8.4,500,12.5,179.68,0.097,9.368,13.86,0,197.19
379,0.5,0.11,0.2,success,1,804,20.1,1,7.5,500,12.5,179.18,0.124,14.411,13.12,0,197.19
380,0.5,0.11,0.24,success,1,823,20.575,1,7.525,500,12.5,179.8,0.348,23.093,13.99,0,197.19
381,0.5,0.11,0.28,success,1,843,21.075,1,8.075,500,12.5,179.82,0.205,23.805,12.57,0,197.19
382,0.5,0.11,0.32,success,1,894,22.35,1,9.75,500,12.5,179.99,0.246,29.188,14.63,0,197.19
383,0.5,0.11,0.36,success,1,985,24.625,1,11.225,500,12.5,179.95,0.289,42.606,13.12,0,197.19
384,0.5,0.13,0.08,timeout,0,1000,25.0,0,,0,0.0,179.95,0.114,1.144,13.51,0,197.19
385,0.5,0.13,0.12,timeout,0,1000,25.0,1,16.75,325,8.125,179.91,0.098,7.801,15.35,0,197.19
386,0.5,0.13,0.16,success,1,888,22.2,1,9.475,500,12.5,179.78,0.106,10.655,13.03,0,197.19
387,0.5,0.13,0.2,success,1,832,20.8,1,8.075,500,12.5,179.41,0.131,17.323,15.68,0,197.19
388,0.5,0.13,0.24,success,1,881,22.025,1,9.125,500,12.5,179.95,0.175,24.82,11.96,0,197.19
389,0.5,0.13,0.28,success,1,920,23.0,1,9.925,500,12.5,179.74,0.286,33.559,15.31,0,197.19
390,0.5,0.13,0.32,success,1,990,24.75,1,11.625,500,12.5,179.86,0.259,40.25,15.61,0,197.19
391,0.5,0.13,0.36,timeout,0,1000,25.0,1,14.35,376,9.4,179.82,0.364,63.729,15.94,0,197.19
392,0.5,0.15,0.08,timeout,0,1000,25.0,0,,0,0.0,179.94,0.114,1.221,14.49,0,197.19
393,0.5,0.15,0.12,timeout,0,1000,25.0,0,,0,0.0,179.99,0.145,2.499,13.56,0,197.19
394,0.5,0.15,0.16,success,1,959,23.975,1,11.175,500,12.5,179.81,0.12,11.814,14.68,0,197.19
395,0.5,0.15,0.2,success,1,888,22.2,1,9.575,500,12.5,179.74,0.136,21.601,13.46,0,197.19
396,0.5,0.15,0.24,success,1,983,24.575,1,11.8,500,12.5,179.95,0.182,35.369,16.54,0,197.19
397,0.5,0.15,0.28,timeout,0,1000,25.0,1,23.875,23,0.575,179.66,0.226,83.222,14.43,0,197.19
398,0.5,0.15,0.32,timeout,0,1000,25.0,1,20.375,136,3.4,180.0,0.454,83.332,13.53,0,197.19
399,0.5,0.15,0.36,timeout,0,1000,25.0,0,,0,0.0,179.52,0.31,95.26,14.74,0,197.19
400,0.5,0.17,0.08,timeout,0,1000,25.0,0,,0,0.0,179.98,0.115,1.329,14.15,0,197.19
401,0.5,0.17,0.12,timeout,0,1000,25.0,0,,0,0.0,179.96,0.152,2.677,13.58,0,197.19
402,0.5,0.17,0.16,timeout,0,1000,25.0,1,14.35,423,10.575,179.81,0.101,13.366,14.54,0,197.19
403,0.5,0.17,0.2,success,1,954,23.85,1,11.05,500,12.5,179.58,0.139,26.575,14.14,0,197.19
404,0.5,0.17,0.24,timeout,0,1000,25.0,0,,0,0.0,179.78,0.194,112.216,15.05,0,197.19
405,0.5,0.17,0.28,timeout,0,1000,25.0,0,,0,0.0,179.89,0.232,117.312,13.11,0,197.19
406,0.5,0.17,0.32,timeout,0,1000,25.0,0,,0,0.0,179.79,0.278,108.912,14.05,0,197.19
407,0.5,0.17,0.36,timeout,0,1000,25.0,0,,0,0.0,179.87,0.32,111.454,12.9,0,197.19
408,0.5,0.19,0.08,timeout,0,1000,25.0,0,,0,0.0,180.0,0.118,1.444,14.27,0,197.19
409,0.5,0.19,0.12,timeout,0,1000,25.0,0,,0,0.0,179.82,0.172,2.942,14.36,0,197.19
410,0.5,0.19,0.16,timeout,0,1000,25.0,1,17.125,310,7.75,179.82,0.104,15.902,14.69,0,197.19
411,0.5,0.19,0.2,timeout,0,1000,25.0,1,13.35,455,11.375,179.51,0.142,33.486,14.36,0,197.19
412,0.5,0.19,0.24,timeout,0,1000,25.0,0,,0,0.0,179.7,0.196,129.836,15.1,0,197.19
413,0.5,0.19,0.28,timeout,0,1000,25.0,0,,0,0.0,179.85,0.238,137.945,13.16,0,197.19
414,0.5,0.19,0.32,timeout,0,1000,25.0,0,,0,0.0,179.75,0.284,133.778,14.98,0,197.19
415,0.5,0.19,0.36,timeout,0,1000,25.0,0,,0,0.0,179.89,0.347,130.17,13.63,0,197.19
416,0.5,0.21,0.08,timeout,0,1000,25.0,0,,0,0.0,180.0,0.121,1.574,15.19,0,197.19
417,0.5,0.21,0.12,timeout,0,1000,25.0,0,,0,0.0,179.61,0.185,3.24,13.41,0,197.19
418,0.5,0.21,0.16,timeout,0,1000,25.0,1,20.675,168,4.2,179.8,0.118,19.301,13.02,0,197.19
419,0.5,0.21,0.2,timeout,0,1000,25.0,0,,0,0.0,179.6,0.147,95.547,14.91,0,197.19
420,0.5,0.21,0.24,timeout,0,1000,25.0,0,,0,0.0,179.83,0.198,145.694,13.91,0,197.19
421,0.5,0.21,0.28,timeout,0,1000,25.0,0,,0,0.0,179.98,0.241,145.489,13.06,0,197.19
422,0.5,0.21,0.32,timeout,0,1000,25.0,0,,0,0.0,179.36,0.288,145.522,15.67,0,197.19
423,0.5,0.21,0.36,timeout,0,1000,25.0,0,,0,0.0,179.93,0.374,143.897,14.44,0,197.19
424,0.5,0.23,0.08,timeout,0,1000,25.0,0,,0,0.0,179.91,0.125,1.714,14.84,0,197.19
425,0.5,0.23,0.12,timeout,0,1000,25.0,0,,0,0.0,179.91,0.196,3.549,13.64,0,197.19
426,0.5,0.23,0.16,timeout,0,1000,25.0,1,23.375,53,1.325,179.82,0.14,22.398,12.72,0,197.19
427,0.5,0.23,0.2,timeout,0,1000,25.0,0,,0,0.0,179.97,0.16,104.182,12.58,0,197.19
428,0.5,0.23,0.24,timeout,0,1000,25.0,0,,0,0.0,179.93,0.202,159.813,12.96,0,197.19
429,0.5,0.23,0.28,timeout,0,1000,25.0,0,,0,0.0,179.82,0.243,158.279,13.2,0,197.19
430,0.5,0.23,0.32,timeout,0,1000,25.0,0,,0,0.0,179.34,0.29,156.864,12.64,0,197.19
431,0.5,0.23,0.36,timeout,0,1000,25.0,0,,0,0.0,179.97,0.397,152.665,12.91,0,197.19
432,0.5,0.25,0.08,timeout,0,1000,25.0,0,,0,0.0,179.99,0.129,1.854,12.71,0,197.19
433,0.5,0.25,0.12,timeout,0,1000,25.0,0,,0,0.0,179.95,0.205,3.89,12.8,0,197.19
434,0.5,0.25,0.16,timeout,0,1000,25.0,0,,0,0.0,179.82,0.166,23.655,13.33,0,197.19
435,0.5,0.25,0.2,timeout,0,1000,25.0,0,,0,0.0,179.97,0.171,110.256,13.21,0,197.19
436,0.5,0.25,0.24,timeout,0,1000,25.0,0,,0,0.0,179.85,0.206,164.593,14.97,0,197.19
437,0.5,0.25,0.28,timeout,0,1000,25.0,0,,0,0.0,179.82,0.244,161.848,13.81,0,197.19
438,0.5,0.25,0.32,timeout,0,1000,25.0,0,,0,0.0,179.91,0.292,160.12,13.76,0,197.19
439,0.5,0.25,0.36,timeout,0,1000,25.0,0,,0,0.0,179.97,0.424,159.283,14.65,0,197.19
440,0.55,0.05,0.08,success,1,978,24.45,1,11.75,500,12.5,179.93,0.101,4.452,15.85,0,197.19
441,0.55,0.05,0.12,out_of_bounds,0,375,9.375,1,6.725,0,0.0,179.77,4.049,51.58,13.26,0,197.19
442,0.55,0.05,0.16,success,1,785,19.625,1,5.375,500,12.5,179.64,0.656,17.973,15.24,0,197.19
443,0.55,0.05,0.2,out_of_bounds,0,260,6.5,1,5.5,0,0.0,179.87,4.1,53.526,13.57,0,197.19
444,0.55,0.05,0.24,success,1,710,17.75,1,5.225,500,12.5,179.63,0.15,10.207,12.58,0,197.19
445,0.55,0.05,0.28,success,1,821,20.525,1,5.6,500,12.5,179.64,1.201,59.209,13.59,0,197.19
446,0.55,0.05,0.32,out_of_bounds,0,290,7.25,1,6.0,0,0.0,179.75,4.089,39.762,15.96,0,197.19
447,0.55,0.05,0.36,success,1,858,21.45,1,6.25,500,12.5,179.97,1.198,67.329,13.42,0,197.19
448,0.55,0.07,0.08,timeout,0,1000,25.0,1,18.55,227,5.675,179.65,0.212,8.234,14.02,0,197.19
449,0.55,0.07,0.12,success,1,807,20.175,1,7.575,500,12.5,180.0,0.075,5.095,13.77,0,197.19
450,0.55,0.07,0.16,success,1,743,18.575,1,5.975,500,12.5,179.8,0.096,7.462,13.17,0,197.19
451,0.55,0.07,0.2,success,1,838,20.95,1,6.225,500,12.5,179.98,0.194,18.174,15.35,0,197.19
452,0.55,0.07,0.24,success,1,762,19.05,1,5.975,500,12.5,179.86,0.148,13.311,12.84,0,197.19
453,0.55,0.07,0.28,success,1,851,21.275,1,6.55,500,12.5,178.77,0.524,39.64,15.93,0,197.19
454,0.55,0.07,0.32,success,1,765,19.125,1,5.975,500,12.5,179.52,0.229,20.077,13.17,0,197.19
455,0.55,0.07,0.36,success,1,863,21.575,1,7.375,500,12.5,179.78,0.275,29.079,15.66,0,197.19
456,0.55,0.09,0.08,timeout,0,1000,25.0,0,,0,0.0,179.99,0.106,1.241,14.6,0,197.19
457,0.55,0.09,0.12,out_of_bounds,0,540,13.5,1,10.05,0,0.0,179.93,4.038,340.248,13.5,0,197.19
458,0.55,0.09,0.16,success,1,823,20.575,1,7.2,500,12.5,179.99,0.209,10.549,14.74,0,197.19
459,0.55,0.09,0.2,success,1,758,18.95,1,6.05,500,12.5,179.71,0.12,12.305,13.5,0,197.19
460,0.55,0.09,0.24,success,1,830,20.75,1,6.75,500,12.5,179.38,0.511,22.778,14.12,0,197.19
461,0.55,0.09,0.28,success,1,778,19.45,1,6.4,500,12.5,179.68,0.208,19.247,15.4,0,197.19
462,0.55,0.09,0.32,success,1,809,20.225,1,6.825,500,12.5,179.9,0.224,24.408,13.97,0,197.19
